evaluation,de-identified
2.25.333233772702675985624358225235819478518,1.3.6.1.4.1.14519.5.2.1.8700.9668.336145207489705559868579671544
2.25.333295815880600093455806041535607848438,1.3.6.1.4.1.14519.5.2.1.8700.9668.316161979434325448750084114493
2.25.333326122633465862421544011935210126838,1.3.6.1.4.1.14519.5.2.1.8700.9668.144434428372516407977279250394
2.25.333448912420434532148554926188039618038,1.3.6.1.4.1.14519.5.2.1.8700.9668.162348175563524255497404005631
2.25.333506590126604104015001338216164474358,1.3.6.1.4.1.14519.5.2.1.8700.9668.314185773750872001072629613155
2.25.333634127265070628461120857622498098678,1.3.6.1.4.1.14519.5.2.1.8700.9668.135843918963801542711516365171
2.25.334992852222672255003968091469664337398,1.3.6.1.4.1.14519.5.2.1.8700.9668.188805920520515222335472231225
2.25.335032519386798271729871051119279062518,1.3.6.1.4.1.14519.5.2.1.8700.9668.158646172940054056128647968875
2.25.335074337991677363303861363454865161718,1.3.6.1.4.1.14519.5.2.1.8700.9668.230333687005123166120792926191
2.25.335172046915379704940841977467056537078,1.3.6.1.4.1.14519.5.2.1.8700.9668.186342962114433516122849291288
2.25.335415975770551059697390044484510268918,1.3.6.1.4.1.14519.5.2.1.8700.9668.339184239942775178265465248242
2.25.335445591257698891706782511213145865718,1.3.6.1.4.1.14519.5.2.1.8700.9668.290512609619325394871737951926
2.25.335498406335394150599509119481318850038,1.3.6.1.4.1.14519.5.2.1.8700.9668.140180092979451510375425250970
2.25.335555337712272838095895400325431541238,1.3.6.1.4.1.14519.5.2.1.8700.9668.198954342972934184583130198953
2.25.335578911655888144878224671360134266358,1.3.6.1.4.1.14519.5.2.1.8700.9668.326857866753799983430573244830
2.25.335596712639441849789595188814895758838,1.3.6.1.4.1.14519.5.2.1.8700.9668.217497489421762923218863125882
2.25.335608214587934858114805331557885787638,1.3.6.1.4.1.14519.5.2.1.8700.9668.955648412040380552326557889781
2.25.335693526284907780239560995780448337398,1.3.6.1.4.1.14519.5.2.1.8700.9668.130768852798581125290252078456
2.25.335867508556803416725664602521347931638,1.3.6.1.4.1.14519.5.2.1.8700.9668.256028819387412857624963396813
2.25.336065850715686501496326408252937584118,1.3.6.1.4.1.14519.5.2.1.8700.9668.141393103032102752361067422797
2.25.336068063162124712327953707967750716918,1.3.6.1.4.1.14519.5.2.1.8700.9668.277919038387992199867692351072
2.25.336104847213416834974611638553012714998,1.3.6.1.4.1.14519.5.2.1.8700.9668.333199683181772410714395471466
2.25.336209290134792076508966015833262898678,1.3.6.1.4.1.14519.5.2.1.8700.9668.153711853144137837447270697096
2.25.336210909558433868072026427871607766518,1.3.6.1.4.1.14519.5.2.1.8700.9668.182362253813627800275068367603
2.25.336222447159600007816188487709375446518,1.3.6.1.4.1.14519.5.2.1.8700.9668.264438325184713452318508841023
2.25.336292035631581161611827025167274065398,1.3.6.1.4.1.14519.5.2.1.8700.9668.274613026187358143326599458516
2.25.337707360396201353454807710877120839158,1.3.6.1.4.1.14519.5.2.1.8700.9668.162500998424290447932302674348
2.25.337788549851878658406078383007947406838,1.3.6.1.4.1.14519.5.2.1.8700.9668.652576712154551908057929337888
2.25.337907489942430760028925626960230071798,1.3.6.1.4.1.14519.5.2.1.8700.9668.123151066693756613358310953016
2.25.337918669828443147869603451947061984758,1.3.6.1.4.1.14519.5.2.1.8700.9668.202251160276649026392822856460
2.25.337959372900794038601720447183827353078,1.3.6.1.4.1.14519.5.2.1.8700.9668.233564517934786493354818510365
2.25.338021108673447591087538400533088419318,1.3.6.1.4.1.14519.5.2.1.8700.9668.311803378434251102019096421943
2.25.338025657162257535003159645891277209078,1.3.6.1.4.1.14519.5.2.1.8700.9668.242789236954456182339469017163
2.25.338262615523690884783286232911980379638,1.3.6.1.4.1.14519.5.2.1.8700.9668.105012933999911209364478728494
2.25.338273754607199577777830197223677869558,1.3.6.1.4.1.14519.5.2.1.8700.9668.231932988179559879946042899046
2.25.338300113816868073522947569295954656758,1.3.6.1.4.1.14519.5.2.1.8700.9668.739893054280529978093840732314
2.25.338304541086589370614132296531899432438,1.3.6.1.4.1.14519.5.2.1.8700.9668.197228733789770174692217450596
2.25.338313630537533819590262715861601730038,1.3.6.1.4.1.14519.5.2.1.8700.9668.240728286108543667871073832719
2.25.338401261638964346803501431083310366198,1.3.6.1.4.1.14519.5.2.1.8700.9668.236670641281187548570051070765
2.25.338423276768482185434988549140790230518,1.3.6.1.4.1.14519.5.2.1.8700.9668.520413085846213844851345928050
2.25.338513185679584997747933078751071026678,1.3.6.1.4.1.14519.5.2.1.8700.9668.203833088332943482957959287802
2.25.338583911867979856379459459500096470518,1.3.6.1.4.1.14519.5.2.1.8700.9668.750881735392050283585301243761
2.25.338894489434162273153399655527171603958,1.3.6.1.4.1.14519.5.2.1.8700.9668.174693348299787649971390585808
2.25.34645855851848468164012639968600636918,1.3.6.1.4.1.14519.5.2.1.8700.9668.197746091539668449142384287503
2.25.34660700040377140730304166363135589878,1.3.6.1.4.1.14519.5.2.1.8700.9668.115172031815379615913615151737
2.25.34679447404332078529187238700383845878,1.3.6.1.4.1.14519.5.2.1.8700.9668.299731834988400992749674737524
2.25.34765300625795785650690354795846942198,1.3.6.1.4.1.14519.5.2.1.8700.9668.337217840795169555175274515704
2.25.34876218864893318009356252423158087158,1.3.6.1.4.1.14519.5.2.1.8700.9668.269522494740297892742740937407
2.25.34943174188893310229734868447867289078,1.3.6.1.4.1.14519.5.2.1.8700.9668.316762476008960706740123805933
2.25.35012439806112218398197712214168288758,1.3.6.1.4.1.14519.5.2.1.8700.9668.116654884879312442284252612272
2.25.35165777991842325597176257175648583158,1.3.6.1.4.1.14519.5.2.1.8700.9668.236962799189966587145551647001
2.25.35241288768971420652049912043834818038,1.3.6.1.4.1.14519.5.2.1.8700.9668.171204973043790019504330936498
2.25.35352417754981240953853808498053856758,1.3.6.1.4.1.14519.5.2.1.8700.9668.205656986920225549264447888371
2.25.35384644602365543115813358435292528118,1.3.6.1.4.1.14519.5.2.1.8700.9668.368427239302523636870542891278
2.25.3541684999161059293100611408661954038,1.3.6.1.4.1.14519.5.2.1.8700.9668.324692530510453406736208835918
2.25.35558844751708093828845347422055546358,1.3.6.1.4.1.14519.5.2.1.8700.9668.125959513684812087941846973175
2.25.35576476583134830785855102660483071478,1.3.6.1.4.1.14519.5.2.1.8700.9668.991734655336761146220601291442
2.25.35846090416311684898007620691196231158,1.3.6.1.4.1.14519.5.2.1.8700.9668.178782691761659019277394642188
2.25.35881321595618527963648717815031643638,1.3.6.1.4.1.14519.5.2.1.8700.9668.276599977732294934297015931953
2.25.3591758386292512068424795088433561078,1.3.6.1.4.1.14519.5.2.1.8700.9668.131216207298855189148722868657
2.25.3663580300174942975740094550292151798,1.3.6.1.4.1.14519.5.2.1.8700.9668.202929929455720944681227682660
2.25.3683119549614210846677414359324016118,1.3.6.1.4.1.14519.5.2.1.8700.9668.290368309398831131681728972713
2.25.37255022656639413322909571307410144758,1.3.6.1.4.1.14519.5.2.1.8700.9668.790835944292508220468841770243
2.25.37339826501090619013261260913251040758,1.3.6.1.4.1.14519.5.2.1.8700.9668.255514009131814654507118903645
2.25.37474298480622017016850343221557575158,1.3.6.1.4.1.14519.5.2.1.8700.9668.257030622180904222863351882051
2.25.37572179725577827178765223191840931318,1.3.6.1.4.1.14519.5.2.1.8700.9668.804996150692024268988932175829
2.25.37582581987175137514969567544800296438,1.3.6.1.4.1.14519.5.2.1.8700.9668.594172315113373101233821685488
2.25.37913374222882256263325068343083908598,1.3.6.1.4.1.14519.5.2.1.8700.9668.526063841726566009572324976425
2.25.37952737150864218214171668783929343478,1.3.6.1.4.1.14519.5.2.1.8700.9668.284040112978190979144345714392
2.25.37983383396406360802596227519358811638,1.3.6.1.4.1.14519.5.2.1.8700.9668.198619784336742468315324278934
2.25.37984174885749878303328787023422668278,1.3.6.1.4.1.14519.5.2.1.8700.9668.940967188228602337603209140117
2.25.38214426583226395607278080548729896438,1.3.6.1.4.1.14519.5.2.1.8700.9668.230324789995720259093913309773
2.25.38245865902675305981721950659102227958,1.3.6.1.4.1.14519.5.2.1.8700.9668.112057880390048718414365039914
2.25.38290804116453396714005008787732807158,1.3.6.1.4.1.14519.5.2.1.8700.9668.748272976459221617878037942447
2.25.38339182020907044232504690626967223798,1.3.6.1.4.1.14519.5.2.1.8700.9668.247593586857008727911734533911
2.25.38382667586325435928157971127268392438,1.3.6.1.4.1.14519.5.2.1.8700.9668.317663088061124458218130385824
2.25.38406454257557093510233680827477769718,1.3.6.1.4.1.14519.5.2.1.8700.9668.524699149194768120393429150285
2.25.38477426053255746361206601562749255158,1.3.6.1.4.1.14519.5.2.1.8700.9668.334338655358598617028889858460
2.25.39886503281120875889846348364392283638,1.3.6.1.4.1.14519.5.2.1.8700.9668.857296502293025258455424333383
2.25.39901495626313450130449174686114364918,1.3.6.1.4.1.14519.5.2.1.8700.9668.103089699845853733633655961623
2.25.39975461850414329602061443414988799478,1.3.6.1.4.1.14519.5.2.1.8700.9668.686025744258071125172549339979
2.25.40040388933453956655397664714569399798,1.3.6.1.4.1.14519.5.2.1.8700.9668.838664209884641582966607822733
2.25.40106854627409610722169952637665525238,1.3.6.1.4.1.14519.5.2.1.8700.9668.497398952163587260807346479430
2.25.40195342977558542275541430004916796918,1.3.6.1.4.1.14519.5.2.1.8700.9668.320863220462759110760521710939
2.25.40273025002481340744586835945061989878,1.3.6.1.4.1.14519.5.2.1.8700.9668.300404873785976546751151290165
2.25.40325582192507615706894577227676630518,1.3.6.1.4.1.14519.5.2.1.8700.9668.106784647984923690261466095206
2.25.40326774972494267956497048031848938998,1.3.6.1.4.1.14519.5.2.1.8700.9668.273509374174806167853094091378
2.25.40577464762913777460293660122304593398,1.3.6.1.4.1.14519.5.2.1.8700.9668.309091753955203425871494886041
2.25.40696038819355063181901221901536706038,1.3.6.1.4.1.14519.5.2.1.8700.9668.329579299727842417513990811158
2.25.40816803138349055741121557203275857398,1.3.6.1.4.1.14519.5.2.1.8700.9668.158983292440724825362939003582
2.25.40856190230920584542591123675026144758,1.3.6.1.4.1.14519.5.2.1.8700.9668.179174005062943805076350601574
2.25.40973444742315195191656064979765411318,1.3.6.1.4.1.14519.5.2.1.8700.9668.214758983750892514208073902950
2.25.40999990534306412029288469848045239798,1.3.6.1.4.1.14519.5.2.1.8700.9668.198396887963820065243623705700
2.25.41203810528345733036251493208361123318,1.3.6.1.4.1.14519.5.2.1.8700.9668.214922952071399541413510476254
2.25.42623857291451775033752754137647922678,1.3.6.1.4.1.14519.5.2.1.8700.9668.918448420256622545366347702861
2.25.42628832027776045691510252762289520118,1.3.6.1.4.1.14519.5.2.1.8700.9668.113167833916877498766268064116
2.25.42746934676650371540309132955017133558,1.3.6.1.4.1.14519.5.2.1.8700.9668.265489545434852425516355660243
2.25.42860031294076233596937165073242766838,1.3.6.1.4.1.14519.5.2.1.8700.9668.284038491698834668635740084145
2.25.42933921063000286803463656032205127158,1.3.6.1.4.1.14519.5.2.1.8700.9668.885401596677264908650730634533
2.25.43206902093083997149963899680807566838,1.3.6.1.4.1.14519.5.2.1.8700.9668.190657771573130498387494364593
2.25.43272861519081185067618964858061045238,1.3.6.1.4.1.14519.5.2.1.8700.9668.179282198064099149443946116921
2.25.43456776625711234873726674204014263798,1.3.6.1.4.1.14519.5.2.1.8700.9668.333937111810806579510442220532
2.25.43471681819925043423558147627390975478,1.3.6.1.4.1.14519.5.2.1.8700.9668.334233374017833925991221674820
2.25.43530908832812581729126201407464652278,1.3.6.1.4.1.14519.5.2.1.8700.9668.241118212109676103570205119726
2.25.43570801797201764108391302657337834998,1.3.6.1.4.1.14519.5.2.1.8700.9668.322039228239322827133568104115
2.25.43623741659252982967449620757232598518,1.3.6.1.4.1.14519.5.2.1.8700.9668.479179420587665747138228895200
2.25.43728099806494334238962772945455922678,1.3.6.1.4.1.14519.5.2.1.8700.9668.219120184990268682124938662050
2.25.45367868844278747809947145409050295798,1.3.6.1.4.1.14519.5.2.1.8700.9668.908280910349343034469562931670
2.25.45538544528811851473921285593182617078,1.3.6.1.4.1.14519.5.2.1.8700.9668.102247416465583065724067927285
2.25.45571423027832833460057542429412802038,1.3.6.1.4.1.14519.5.2.1.8700.9668.205571880722042098293207019754
2.25.45680418003285332051928356777329540598,1.3.6.1.4.1.14519.5.2.1.8700.9668.194330810290968007259105328324
2.25.45683522558833453499996959797023456758,1.3.6.1.4.1.14519.5.2.1.8700.9668.261658442039440830927308784267
2.25.45801744842233175887945606241116077558,1.3.6.1.4.1.14519.5.2.1.8700.9668.332720874365530411735572098212
2.25.45926546232248082786488020574844599798,1.3.6.1.4.1.14519.5.2.1.8700.9668.125022695414881773100398444134
2.25.463628102274132074849128424375172598,1.3.6.1.4.1.14519.5.2.1.8700.9668.509369161722149542700219248702
2.25.48093577107001675238870676157046046198,1.3.6.1.4.1.14519.5.2.1.8700.9668.194623204393902010687460285982
2.25.48142363432633083790030652715344444918,1.3.6.1.4.1.14519.5.2.1.8700.9668.166075841384173969142463327126
2.25.48184672063697326088948981120263372278,1.3.6.1.4.1.14519.5.2.1.8700.9668.685670290600642009291582836795
2.25.48255661685732544649397860402923683318,1.3.6.1.4.1.14519.5.2.1.8700.9668.235935492820787686388453225358
2.25.48296038338053876612443970238613667318,1.3.6.1.4.1.14519.5.2.1.8700.9668.177875166798596840888237940713
2.25.48375409111260666625845182568060272118,1.3.6.1.4.1.14519.5.2.1.8700.9668.140047270725728532637850649449
2.25.48413046053722255328097307653947637238,1.3.6.1.4.1.14519.5.2.1.8700.9668.126226564827500925383633495763
2.25.48542189939324569054983224131594075638,1.3.6.1.4.1.14519.5.2.1.8700.9668.255022328425207285519497328875
2.25.48841900570736529332379089670441123318,1.3.6.1.4.1.14519.5.2.1.8700.9668.112176291153482939841369084539
2.25.48977349037370915643929012407935548918,1.3.6.1.4.1.14519.5.2.1.8700.9668.312272092795138678308595370809
2.25.49013565418878623586608085250793389558,1.3.6.1.4.1.14519.5.2.1.8700.9668.346637039036008079449768647997
2.25.49078454868541056364383949616997580278,1.3.6.1.4.1.14519.5.2.1.8700.9668.750057669324603074933132216904
2.25.49096763704616477710158441688480726518,1.3.6.1.4.1.14519.5.2.1.8700.9668.333428045629088377322520225162
2.25.50571234669398443309082835763571834358,1.3.6.1.4.1.14519.5.2.1.8700.9668.121233168405836865959927047801
2.25.50592803348220514061027614200891555318,1.3.6.1.4.1.14519.5.2.1.8700.9668.172548743434480650197073375588
2.25.50594034553865985728833817873879776758,1.3.6.1.4.1.14519.5.2.1.8700.9668.819007200113318831650886075923
2.25.50716195269224292197004239387743600118,1.3.6.1.4.1.14519.5.2.1.8700.9668.146606779728883308410792734721
2.25.50877444386981448690091499712664944118,1.3.6.1.4.1.14519.5.2.1.8700.9668.621670941759485137367602608288
2.25.510740336831614220555753399002971638,1.3.6.1.4.1.14519.5.2.1.8700.9668.243353446627837058470472819863
2.25.51290313829926844721620408301738638838,1.3.6.1.4.1.14519.5.2.1.8700.9668.231222238459416201160709705284
2.25.51409716216807217076877510582971514358,1.3.6.1.4.1.14519.5.2.1.8700.9668.171412029640521770995341200244
2.25.51411879145643856493293814332815687158,1.3.6.1.4.1.14519.5.2.1.8700.9668.246965164319682029859327256230
2.25.51416789707156490596937862186857512438,1.3.6.1.4.1.14519.5.2.1.8700.9668.337650241121162204840858481578
2.25.51428681458209069102688965166083194358,1.3.6.1.4.1.14519.5.2.1.8700.9668.105320097421066819156463332091
2.25.51460991891304823813524676292189470198,1.3.6.1.4.1.14519.5.2.1.8700.9668.326114550325737216893987803732
2.25.51570657533153005653013219989645802998,1.3.6.1.4.1.14519.5.2.1.8700.9668.562873152503084637036822199685
2.25.51637591069408306450698997789768662518,1.3.6.1.4.1.14519.5.2.1.8700.9668.255956675928261626389549084459
2.25.51761533230000746152500210139355790838,1.3.6.1.4.1.14519.5.2.1.8700.9668.173775961136676003964978896467
2.25.53276105529239306645897576484909465078,1.3.6.1.4.1.14519.5.2.1.8700.9668.138466462220302957319327708337
2.25.53308650081555291007850876533388983798,1.3.6.1.4.1.14519.5.2.1.8700.9668.118323741790074024030796154800
2.25.53516361762937312679076494772545371638,1.3.6.1.4.1.14519.5.2.1.8700.9668.183862374532093300683243220069
2.25.53637977388537521008604272704030883318,1.3.6.1.4.1.14519.5.2.1.8700.9668.241556731950857396383741052979
2.25.53645338873257533879531776840176352758,1.3.6.1.4.1.14519.5.2.1.8700.9668.289131054398932416930269125354
2.25.53696638712344707466801908580299161078,1.3.6.1.4.1.14519.5.2.1.8700.9668.319755981981984909402571866188
2.25.53699580057878049530335068899455385078,1.3.6.1.4.1.14519.5.2.1.8700.9668.294210292875504891674526053117
2.25.5373919446874062077505788481329806838,1.3.6.1.4.1.14519.5.2.1.8700.9668.252931932066682072829104720159
2.25.53748581487970684309171611929578946038,1.3.6.1.4.1.14519.5.2.1.8700.9668.319816059551715193930487419864
2.25.53921407028693612535946352928803634678,1.3.6.1.4.1.14519.5.2.1.8700.9668.479708830025919022626910335566
2.25.53948946737983570819693868805940428278,1.3.6.1.4.1.14519.5.2.1.8700.9668.976026341919565623619742786935
2.25.53948991105754578807722921190552616438,1.3.6.1.4.1.14519.5.2.1.8700.9668.821027932619120511618791470869
2.25.5400305197977000101176254390829956598,1.3.6.1.4.1.14519.5.2.1.8700.9668.275648595536560453418022807627
2.25.541629416691863029175036346640219638,1.3.6.1.4.1.14519.5.2.1.8700.9668.218004556460571348344200465823
2.25.54178481816730146602709628726216867318,1.3.6.1.4.1.14519.5.2.1.8700.9668.787997563876805510830331860396
2.25.54232784799317423379696243749777161718,1.3.6.1.4.1.14519.5.2.1.8700.9668.139207329679835682046741831582
2.25.54365777589054680068102454592530922998,1.3.6.1.4.1.14519.5.2.1.8700.9668.320013289402209872138868216836
2.25.54498343338995984871729036233392373238,1.3.6.1.4.1.14519.5.2.1.8700.9668.210564321227756972683865501661
2.25.5479629226567906698618286529345863158,1.3.6.1.4.1.14519.5.2.1.8700.9668.389635505850863919838040639143
2.25.548939006965429056961416711498218998,1.3.6.1.4.1.14519.5.2.1.8700.9668.249967294597292455111367173028
2.25.5555420867533114820568710510836039158,1.3.6.1.4.1.14519.5.2.1.8700.9668.629397856783980114937749235270
2.25.55835258764161497299045207269629869558,1.3.6.1.4.1.14519.5.2.1.8700.9668.296952775060701794328548462373
2.25.55958531842921504038515442140556410358,1.3.6.1.4.1.14519.5.2.1.8700.9668.271509939501910481155504389782
2.25.55976420373594787211979000461383024118,1.3.6.1.4.1.14519.5.2.1.8700.9668.527370587535792843538130673569
2.25.56018853392874176905907350730303978998,1.3.6.1.4.1.14519.5.2.1.8700.9668.157637694918137281898878958002
2.25.56033388987709856412603950271152373238,1.3.6.1.4.1.14519.5.2.1.8700.9668.308625152433278933602350764505
2.25.56052762254148656899754011605608283638,1.3.6.1.4.1.14519.5.2.1.8700.9668.201067813897281646404612706580
2.25.56106169958499522489725819582529781238,1.3.6.1.4.1.14519.5.2.1.8700.9668.319025538821845311048845219180
2.25.56133449799416433986446028635509472758,1.3.6.1.4.1.14519.5.2.1.8700.9668.126102074516689286877252680465
2.25.56135735531904970512585602378476666358,1.3.6.1.4.1.14519.5.2.1.8700.9668.590712167042431142433806277286
2.25.56168880633692812998217861490099731958,1.3.6.1.4.1.14519.5.2.1.8700.9668.105515620927417287028743782897
2.25.56378523105395307291350634395325808118,1.3.6.1.4.1.14519.5.2.1.8700.9668.305296927920829860592339068903
2.25.56396410051505340179527440845273415158,1.3.6.1.4.1.14519.5.2.1.8700.9668.206648477543490124087322909355
2.25.56451598804949526431808351690198466038,1.3.6.1.4.1.14519.5.2.1.8700.9668.512010343173212316221625274945
2.25.56598319458405629701989395893226946038,1.3.6.1.4.1.14519.5.2.1.8700.9668.122148836690934243132955135096
2.25.56636207950283201193513380481156627958,1.3.6.1.4.1.14519.5.2.1.8700.9668.112252168058081257890019016364
2.25.56730212165106375830068120378230291958,1.3.6.1.4.1.14519.5.2.1.8700.9668.153903641306198854011069319038
2.25.56841772152320273729868525711539158518,1.3.6.1.4.1.14519.5.2.1.8700.9668.267531827662732186027152105623
2.25.56921499452258377932788908988762275318,1.3.6.1.4.1.14519.5.2.1.8700.9668.308497005657993882643350682029
2.25.56934053154608763117080606027693014518,1.3.6.1.4.1.14519.5.2.1.8700.9668.337107352311333492911072397098
2.25.5701219305177552053860165862282608118,1.3.6.1.4.1.14519.5.2.1.8700.9668.195550850704500391507197127181
2.25.57015122975760671529201511907154574838,1.3.6.1.4.1.14519.5.2.1.8700.9668.210964328528080550204419929166
2.25.5707822180241490843755211815103610358,1.3.6.1.4.1.14519.5.2.1.8700.9668.228440728103912981856550193557
2.25.5736832760368526444930151835678391798,1.3.6.1.4.1.14519.5.2.1.8700.9668.176716705437840677870211142064
2.25.5766480334922176731379343949613874678,1.3.6.1.4.1.14519.5.2.1.8700.9668.328575189882697413990920444524
2.25.58890113297515309634710732940341001718,1.3.6.1.4.1.14519.5.2.1.8700.9668.281135635697860579929146031183
2.25.5893187954527176829884258950787481078,1.3.6.1.4.1.14519.5.2.1.8700.9668.279409327183671943699131879401
2.25.58994585533310681446870019831852809718,1.3.6.1.4.1.14519.5.2.1.8700.9668.223454849947446479895292103103
2.25.59320482656996856373127303517164912118,1.3.6.1.4.1.14519.5.2.1.8700.9668.542912108946294658553634611135
2.25.59403948733924008710138726133404384758,1.3.6.1.4.1.14519.5.2.1.8700.9668.210768530769950348916674358128
2.25.59454630989484383606897316198434323958,1.3.6.1.4.1.14519.5.2.1.8700.9668.174466621613588174711846451709
2.25.59580544742900990776739543889225563638,1.3.6.1.4.1.14519.5.2.1.8700.9668.165033286576063221476846626879
2.25.59670009184012098066750173717944974838,1.3.6.1.4.1.14519.5.2.1.8700.9668.304300462951325495163664256660
2.25.5985920557341997523820622467458252278,1.3.6.1.4.1.14519.5.2.1.8700.9668.190781795572703692694352397361
2.25.5989509196963081126991922040688721398,1.3.6.1.4.1.14519.5.2.1.8700.9668.505567338894498244056994885577
2.25.6042774686762233612477749606219365878,1.3.6.1.4.1.14519.5.2.1.8700.9668.218504691228369846712003274686
2.25.6054855793123221209995701155486350838,1.3.6.1.4.1.14519.5.2.1.8700.9668.324911020966202824709370071665
2.25.61277873436892829960307314000458792438,1.3.6.1.4.1.14519.5.2.1.8700.9668.307879794493422372266449441661
2.25.61294873423723515659224760725882387958,1.3.6.1.4.1.14519.5.2.1.8700.9668.234622882674500028643229497003
2.25.61775401340611218007128428042224516598,1.3.6.1.4.1.14519.5.2.1.8700.9668.175095841733071702940176420135
2.25.61802580165620923816818205326667529718,1.3.6.1.4.1.14519.5.2.1.8700.9668.875208852760878887836284470466
2.25.62143858248636805450254211666778111478,1.3.6.1.4.1.14519.5.2.1.8700.9668.697988342605386719647086583374
2.25.62343837261357434922130700016381705718,1.3.6.1.4.1.14519.5.2.1.8700.9668.274675389460851709061262835283
2.25.62426566516373204600802502673883053558,1.3.6.1.4.1.14519.5.2.1.8700.9668.246784219007052359620257383527
2.25.62428412532559786959868432247925882358,1.3.6.1.4.1.14519.5.2.1.8700.9668.975358132386951817662882824685
2.25.62452170681652939406782608272313138678,1.3.6.1.4.1.14519.5.2.1.8700.9668.675068999785884039014718268878
2.25.62462286929583573248728239931611790838,1.3.6.1.4.1.14519.5.2.1.8700.9668.323564460296014442649842850270
2.25.62467072706740247386040577953931836918,1.3.6.1.4.1.14519.5.2.1.8700.9668.631834460799931140681795108132
2.25.63888505962690289009449725902349516278,1.3.6.1.4.1.14519.5.2.1.8700.9668.340143555661249808328269510013
2.25.63922090780780085662155629182896946678,1.3.6.1.4.1.14519.5.2.1.8700.9668.593478893640433799491711174406
2.25.64000649861461917037418195654572359158,1.3.6.1.4.1.14519.5.2.1.8700.9668.411030364187403486189164323081
2.25.64039874932441104168317383328944209398,1.3.6.1.4.1.14519.5.2.1.8700.9668.539004780006164030230764426413
2.25.64141973492487548620922367643703950838,1.3.6.1.4.1.14519.5.2.1.8700.9668.197230709507950354441294373134
2.25.64260002459170736203887285840557751798,1.3.6.1.4.1.14519.5.2.1.8700.9668.230851605865541899209103058156
2.25.64312772376813361965941465788679044598,1.3.6.1.4.1.14519.5.2.1.8700.9668.184199966033563806018943691521
2.25.64349298936577313253502217356102450678,1.3.6.1.4.1.14519.5.2.1.8700.9668.259552085151134265577099873344
2.25.64457509157080108057109167651191111158,1.3.6.1.4.1.14519.5.2.1.8700.9668.246719878964929950472835562296
2.25.64468646656025550766366380092009594358,1.3.6.1.4.1.14519.5.2.1.8700.9668.846853827012137187002018510974
2.25.64486491611209451094444261963663523318,1.3.6.1.4.1.14519.5.2.1.8700.9668.121787168233359267316605332746
2.25.64600638794070252296188784474670611958,1.3.6.1.4.1.14519.5.2.1.8700.9668.914277484825569553621522042153
2.25.64623095620594107951357986539673599478,1.3.6.1.4.1.14519.5.2.1.8700.9668.335721665161053405859663749810
2.25.64864051438967114938637855820390972918,1.3.6.1.4.1.14519.5.2.1.8700.9668.272916341539059347107027605543
2.25.65108976588282086569231161653020179958,1.3.6.1.4.1.14519.5.2.1.8700.9668.213702884078157830749112489688
2.25.66472124458056071918724555091213925878,1.3.6.1.4.1.14519.5.2.1.8700.9668.266401248398980309822519113912
2.25.66491365017322661013109147239553023478,1.3.6.1.4.1.14519.5.2.1.8700.9668.326557239084745204654254471517
2.25.66617035144139536820113274782696979958,1.3.6.1.4.1.14519.5.2.1.8700.9668.274105975010016265847613187448
2.25.66696406313487139404836175079863336438,1.3.6.1.4.1.14519.5.2.1.8700.9668.329344438994152367388419671037
2.25.66774264224930719540711038687578275318,1.3.6.1.4.1.14519.5.2.1.8700.9668.797148062498479715422289237983
2.25.66789745804026819363598505143193681398,1.3.6.1.4.1.14519.5.2.1.8700.9668.968839173436985744511373926108
2.25.66951315003560533484609643385674382838,1.3.6.1.4.1.14519.5.2.1.8700.9668.986226928001893848916126833005
2.25.67027819301847557414276721294997831158,1.3.6.1.4.1.14519.5.2.1.8700.9668.326311452825731976080173515142
2.25.67038038150248647228539536593712168438,1.3.6.1.4.1.14519.5.2.1.8700.9668.329991761141531378153792218757
2.25.67118234084768023305016785683401522678,1.3.6.1.4.1.14519.5.2.1.8700.9668.251075022997160220852670737228
2.25.67153202622716131584378760209041571318,1.3.6.1.4.1.14519.5.2.1.8700.9668.297258665691456539023951226896
2.25.67249807898114649519136696154004766198,1.3.6.1.4.1.14519.5.2.1.8700.9668.141579234627004767856642443469
2.25.67320531709664632722732949096711699958,1.3.6.1.4.1.14519.5.2.1.8700.9668.651653084187144166965511956775
2.25.67341361982012070531051355704414289398,1.3.6.1.4.1.14519.5.2.1.8700.9668.176691676738016801570994879921
2.25.67341525984308475058230174340391484918,1.3.6.1.4.1.14519.5.2.1.8700.9668.248905934448701773070577581662
2.25.67509568520860417146944393091334389238,1.3.6.1.4.1.14519.5.2.1.8700.9668.101859886385089082085245359325
2.25.67533055709637770809823999195411496438,1.3.6.1.4.1.14519.5.2.1.8700.9668.175236372683654951090711561789
2.25.67591592645229809873011613207677746678,1.3.6.1.4.1.14519.5.2.1.8700.9668.179068181750265900967802461477
2.25.67601082594535768455368567902048992758,1.3.6.1.4.1.14519.5.2.1.8700.9668.315523718281788984644152634694
2.25.67617850838991099931098553511417855478,1.3.6.1.4.1.14519.5.2.1.8700.9668.132634827912974040787022081112
2.25.67644488535650833315362566890680073718,1.3.6.1.4.1.14519.5.2.1.8700.9668.322986038400696863897616768253
2.25.67651335433455316039417400958868110838,1.3.6.1.4.1.14519.5.2.1.8700.9668.254243738062935048843731476552
2.25.67711537745023404938981231264970423798,1.3.6.1.4.1.14519.5.2.1.8700.9668.294394384400582795221773603671
